title,year,href,details,blurb,citations
When does size matter? The effects of task relevance in the processing of numerical magnitude,2006,https://search.proquest.com/openview/f2c67033d2270d97252329f756c544b4/1?pq-origsite=gscholar&cbl=2026366&diss=y,JCY Tang - 2006 - search.proquest.com,"The present thesis examines the processing of numerical magnitude using a series of Stroop variants existing paradigms are modified and new ones devised. The Stroop effect, observed when numerical magnitude is the task-irrelevant dimension, has been widely used …",0
Does size matter? Performance implications of participation in multi-partner R&D alliances: Role of number of partners and firm's relative size,2014,https://feb.studenttheses.ub.rug.nl/id/eprint/13033,S Voet - 2014 - feb.studenttheses.ub.rug.nl,This study examines the relationship between the firm's number of partners and the firm's relative size on its performance in a Multi-partner R&D alliance. Resource-based view and transaction cost perspective are used to explore whether there is a trade-off between …,0
Triple-negative breast cancer (TNBC) and residual disease (non-pCR): Does size matter?,2012,https://ascopubs.org/doi/abs/10.1200/jco.2012.30.27_suppl.106,"P Kern, M Badiian, G Minckwitz, R Kimmig, C Liedtke… - 2012 - ascopubs.org",106 Background: TNBC is associated with distinctly worse survival rates than non-TNBC unless a pCR is achieved (Liedtke C et al. J Clin Oncol. 2008; 26: 1275-1281) or almost achieved (Symmans WF. J Clin Oncol. 2007; 25: 4414-4422). Recent pooled analyses …,0
Cavity clips following CLE in breast cancer-Does size matter?,2011,https://www.ejso.com/article/S0748-7983(11)00128-4/abstract,"W Al Sarakbi, P Bentley, P Tallett - European Journal of Surgical Oncology, 2011 - ejso.com",Background: Cavity clips are used in conservative breast surgery to mark the tumour bed and plan subsequent adjuvant Radiotherapy field. The general consensus is to mark the cavity with 5 clips corresponding to the deep margin and the 4 quadrants. Cavity clips can …,0
Does size matter?: comparing global liquidity spillovers in open economies,2010,https://esploro.libs.uga.edu/esploro/outputs/graduate/Does-size-matter-comparing-global-liquidity/9949334535102959,DM Gibson - 2010 - esploro.libs.uga.edu,This paper analyzes the international transmission of monetary shocks with a special focus on the effects of foreign money (global liquidity) on open economies. Structural VAR models are estimated for the countries Australia and New Zealand and the variance decompositions …,0
"'Does size matter?': An investigation of Anisometropia, Aniseikonia and Anisophoria",2011,https://search.informit.org/doi/abs/10.3316/INFORMIT.894005255926661,"KL Saba, R Fitzsimons - Australian Orthoptic Journal, 2011 - search.informit.org",Aim: To examine how acquired anisometropia commonly gives rise to symptoms of diplopia in patients and to differentiate the cause of these symptoms in terms of aniseikonia and anisophoria. Method: Twenty-one patients with acquired anisometropia> 1.00 D and …,0
A827. DOES SIZE MATTER? OSSEOINTEGRATION IN A SHORT STEMMED FEMORAL PROSTHESIS AS PREDICTED BY A MECHANOREGULATORY …,2011,https://online.boneandjoint.org.uk/doi/abs/10.1302/0301-620X.93BSUPP_IV.0930427,"PK Puthumanapully, M Browne… - Orthopaedic …, 2011 - online.boneandjoint.org.uk","Uncemented porous-coated total hip prostheses rely on osseointegration or bone ingrowth into the pores for a stable interface and long term fixation. One of the criteria for achieving this is good initial stability, with failure often being associated with migration and excessive …",0
Urban Streams as Transporters or Transformers of Carbon and Nutrients: Does Size Matter?,2017,https://ui.adsabs.harvard.edu/abs/2017AGUFMGC14C..06W/abstract,"KL Wood, S Kaushal - AGU Fall Meeting Abstracts, 2017 - ui.adsabs.harvard.edu","Urbanization degrades water quality, channel form/function, and related ecosystem services. Biological and hydrological responses to urbanization vary between sites potentially due to watershed size, channel size, and geomorphology along the broader urban watershed …",0
AN IN-STORE ASSESSMENT OF CONSUMERS'WILLINGNESS-TO-PAY FOR ORGANIC APPLES: DOES SIZE MATTER?,2012,https://www.actahort.org/books/1001/1001_47.htm,"VA McCracken, J Ellis, D Granatstein… - II International Organic …, 2012 - actahort.org","Organic food sales in the US have grown about 20% annually, from $3.6 billion in 1997 to over $21 billion in 2008. The demand for organic food exceeds supply despite increases in US and Washington State certified acreage and increases in imports of organic food …",0
Does Size Matter in Doing Good: An Exploratory Study of Small Businesses and Corporate Social Responsibility (CSR),2009,http://etd.fcla.edu/UF/UFE0024648/song_j.pdf,JJ Song - 2009 - etd.fcla.edu,"… In the past, there was an expectation that it was governments that were going to answer to these problems and these crises, and that it was governments who were wholly responsible for these solutions. Today, however, the paradigm is different. Consumers have much higher …",0
An in-store assessment of consumers' willingness-to-pay for organic apples: does size matter?,2013,https://www.cabdirect.org/cabdirect/abstract/20133304236,"N Skuza, VA McCracken, J Ellis, D Granatstein - Acta Horticulturae, 2013 - cabdirect.org","Organic food sales in the US have grown about 20% annually, from $3.6 billion in 1997 to over $21 billion in 2008. The demand for organic food exceeds supply despite increases in US and Washington State certified acreage and increases in imports of organic food …",0
Antisense oligonucleotides and Exon Skipping: Does size matter?,2005,https://researchrepository.murdoch.edu.au/id/eprint/23711/,"PL Harding, S Fletcher, SD Wilton - 2005 - researchrepository.murdoch.edu.au",Duchenne muscular dystrophy (DMD) is an X-linked genetic disorder that arises from mutations in the dystrophin gene. The disease is characterised by severe and progressive wasting of skeletal and cardiac muscles. The mdx mouse model of muscular dystrophy has a …,0
Does size matter in peatland open-water pool biogeochemistry?,2017,https://ui.adsabs.harvard.edu/abs/2017EGUGA..19.1948A/abstract,"J Arsenault, J Talbot, TR Moore - EGU General Assembly …, 2017 - ui.adsabs.harvard.edu","Open-water pools are common features in boreal peatlands but their influence on ecosystem biogeochemistry is poorly known. As nitrogen (N) and phosphorus (P) are often limited in such environments, nutrient cycles in pools might have an effect on the …",0
The Physics of Ignition Scale Hohlraums and ICF Implosions: When does size matter?,2011,https://ui.adsabs.harvard.edu/abs/2011APS..DPPJT3001R/abstract,"M Rosen - APS Division of Plasma Physics Meeting …, 2011 - ui.adsabs.harvard.edu","Ignition scale, high drive, hohlraums with ICF ignition capsules are four times larger than any laser-illuminated targets attempted previously. In addition, the precision in symmetry and pulse-shape/shock timing required for achieving ignition is quite stringent. This tutorial deals …",0
Detection of Clonality in Lymphoproliferations Using PCR of the Antigen Receptor Genes: Does Size Matter?.,2006,https://ashpublications.org/blood/article-abstract/108/11/4622/126046,"PG Rothberg, RL Vargas, RE Felgar, SL Polochock… - 2006 - ashpublications.org","A biopsy of a nasal mass was received from another institution for a hematopathology consultation. The specimen had morphologic and immunostaining features consistent with a B-cell lymphoma, histologically low-grade, and suggestive for an extranodal marginal cell …",0
"Does Size Matter? Family Ownership, Succession Intentions and Employment of Non-family Managers",2013,https://journals.aom.org/doi/abs/10.5465/ambpp.2013.12382abstract,"E Memili, RVDG Randolph… - Academy of Management …, 2013 - journals.aom.org","Drawing upon the agency theory and extending socioemotional wealth perspective, we suggest that both economic agency costs and non-economic cost of preservation of socioemotional wealth can result in resistance to hire nonfamily managers in family firms …",0
Does Size Matter? A Population-Based Study of Birth in LowerVolume Maternity Hospitals for Low Risk Women,2007,https://journals.lww.com/mcnjournal/FullText/2007/07000/Does_Size_Matter__A_Population_Based_Study_of.20.aspx,"SS Jonsdottir - MCN: The American Journal of Maternal/Child …, 2007 - journals.lww.com","Does every pregnant woman get screened for intimate partner violence as recommended by many US nursing, midwifery, and physician professional organizations? Universal screening is recommended at four times during pregnancy and postpartum: at the initial prenatal visit …",0
Does Size Matter? A Closer Look at Finger Digit Ratios in Relation to Prenatal Testosterone,2016,https://scholar.dominican.edu/scw/scw2016/AllConference/22/,A Santiago - 2016 - scholar.dominican.edu,"It is common knowledge to understand that sexual orientation (homosexuality, bisexuality, etc.) is caused through a combination of complex genetic and environmental factors (Iemmola & Ciani, 2009). Research suggests that sexual orientation is linked to the …",0
Does size matter?: An empirical study modifying Fama & French's three factor model to detect size-effect based on turnover in the Swedish markets,2014,https://www.diva-portal.org/smash/record.jsf?pid=diva2:811128,"D Boros, C Eriksson - 2014 - diva-portal.org","This thesis investigates whether the estimation of the cost of equity (or the expected return) in the Swedish market should incorporate an adjustment for a company's size. This is what is commonly known as the size-effect, first presented by Banz (1980) and has later been a part …",0
Ultrasound-Guided Fine-Needle Aspiration of Thyroid Nodules: Does Size Matter?,2013,https://journals.sagepub.com/doi/abs/10.1177/0194599813496044a177,"F Zawawi, R Varshney, MP Hier… - … —Head and Neck …, 2013 - journals.sagepub.com",Objectives: Evaluate the accuracy and predictive values of ultrasound guided fine-needle aspiration (USFNA) of nodules≥ 4cm compared to smaller nodules. Authors have reported that fine-needle aspiration (FNA) biopsies of thyroid nodules≥ 4cm are unnecessary since …,0
Does Size Matter? The Effects of Bid-Ask Spreads and Market Capitalization on REIT Returns,1997,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1552446,"RA Cole - The Effects of Bid-Ask Spreads and Market …, 1997 - papers.ssrn.com","The REIT industry has experienced tremendous growth in the 1990s, with its market capitalization quintupling from $9 billion to $58 billion. Over the same time period, REIT liquidity as measured by the percentage bid-ask spread declined significantly from 5.6% to …",0
HST/NICMOS observations of the host galaxies of powerful radio sources: Does size matter?,2000,https://arxiv.org/abs/astro-ph/0007424,"WH De Vries, CP O'Dea, PD Barthel, C Fanti… - arXiv preprint astro-ph …, 2000 - arxiv.org","We present near-infrared J and K band imaging of a sample of powerful radio source host galaxies with the Hubble Space Telescope NICMOS2 camera. These sources have been selected on their double lobed radio structure, and include a wide range of projected radio …",0
The Relationship of Breast Implant Size to Complications and Satisfaction Following Primary Augmentation Mammaplasty: Does Size Matter?,2003,https://asps.confex.com/asps/responses/2003am/241.doc,"RF Centeno, VL Young, CB Boswell - 2003 - asps.confex.com","Purpose: This study examined whether large-volume breast implants are associated with an increased frequency of reoperations due to complications or decreased patient satisfaction following primary augmentation mammoplasty. Methods: Between Jan. 1, 1997 and Dec. 31 …",0
Water of Hydration on C-class Asteroids: Does Size Matter?,2003,https://ntrs.nasa.gov/api/citations/20030007896/downloads/20030007896.pdf,A Rivkin - 2003 - ntrs.nasa.gov,"Figure 1. Reflectance ratios for carbonaceous chondrite meteorites and C-class asteroids in the 3-# m region. Most of the asteroids fall along the trend defined by the meteorites, showing that their reflectance spectra are similar and suggesting their mineralogies are …",0
Does Size Matter?: Study of allometry of reproductive organs in selected populations of Drosophila melanogaster.,2015,http://14.139.227.205:8080/jspui/handle/123456789/498,TS Chechi - 2015 - 14.139.227.205,Males from populations which face higher degree of intersexual conflict and sexual selection have increased sperm defense ability. Increased sperm defense ability might have a anatomical and physiological basis in terms of increased testis and/or accessory gland size …,0
"… of Size at Return with Environmental Variation, Large-Scale Enhancement, and Productivity of Pink Salmon in Prince William Sound, Alaska: Does Size Matter?",2003,http://www.psc.org/download/54/pink-chum/3903/2003pinkchumworkshopproceedings.pdf#page=165,"AC Wertheimer, WR Heard, JM Maselko… - AND CHUM SALMON …, 2003 - psc.org","Pink salmon returning to Prince William Sound (PWS), Alaska, have increased to historically high levels of abundance in recent years, but average size at return has declined. We examined the relationship of size at return of PWS pink salmon to ten biophysical factors …",0
"Does Size Matter? Student Outcomes, School Size, the State of Mississippi and Its Delta Region: Implications for Socioeconomic Well-Being",2006,https://tigerprints.clemson.edu/all_dissertations/4/,L Taylor-Grover - 2006 - tigerprints.clemson.edu,"The positive link between educational attainment and improved socioeconomic outcomes under the auspices of the current economic environment is essential to the survival of rural states like Mississippi, which has some of the nation's lowest educational attainment and …",0
Ultrasound Guided Fine-needle Aspiration of Thyroid Nodules Does Size Matter?,2000,https://www.researchposters.com/Posters/AAOHNSF/AAO2013/SP%20279.pdf,"M Rickul Varshney… - head and neck …, 2000 - researchposters.com",Objectives: The aim of this study is to evaluate the accuracy and predictive values of ultrasound guided FNA (USFNA) of thyroid nodules≥ 4cm compared to nodules< 4cm. Methods: A retrospective study of 998 patients who underwent thyroid surgery between …,0
Pulmonary Vein Diameter and Post Radiofrequency Ablation Atrial Fibrillation Recurrence: Does Size Matter?,2013,https://www.onlinecjc.ca/article/S0828-282X(13)00757-5/abstract,"HJQ Ponce, N Al-Shoaibi, S Divakaramenon… - Canadian Journal of …, 2013 - onlinecjc.ca","Background Pulmonary veins (PV) have been identified as triggers for Atrial Fibrillation (AF), and catheter radiofrequency ablation (RFA) is an effective treatment for AF. Recurrence of AF post-RFA can be predicted by clinical factors, including hypertension, left atrial …",0
PO-0443 Long-term Neurodevelopmental Outcome Of Small For Gestational Age Premature Infants: Does Size Matter?,2014,https://adc.bmj.com/content/99/Suppl_2/A390.2.short,"MB Graz, CJ Fischer-Fumeaux, JF Tolsa - 2014 - adc.bmj.com","Background and aims Small for gestational age (SGA) very premature infants are at increased risk of neonatal morbidities, but the data about long-term neurodevelopmental outcome are conflicting. We aimed to study the impact of SGA, defined with a birthweight …",0
Does size matter?: queuing theory to determine bed capacities in the Erasmus MC: a trade-off between availability and efficiency,2009,http://essay.utwente.nl/60710/,R Poele - 2009 - essay.utwente.nl,"Simultaneous with this reorganization, the Erasmus Medical Center plans to downsize her bed capacity to reduce costs. Although many other hospitals also reduce bed capacity, this decision requires a better-founded quantitative approach than currently used. To be precise …",0
"O1374 DOES SIZE MATTER, OR IS IT JUST TECHNIQUE? THE RELEVANCE OF STEM TAPER ANGLE IN REVISION ARTHROPLASTY IN A CEMENTED …",2004,https://online.boneandjoint.org.uk/doi/abs/10.1302/0301-620X.86BSUPP_III.0860263c,"JS Heal, S Gheduzzi… - Orthopaedic …, 2004 - online.boneandjoint.org.uk",Aims: Optimisation of femoral stem load transfer potentially encourages new bone growth. The effect of increasing the taper angle of a highly polished double tapered stem on stability and hoop strain is investigated. Methods: An in-vitro model femur was instrumented at 3 …,0
Mg/Ca and δ18O in the calcite of benthic foraminifera: does size matter?,2010,https://ui.adsabs.harvard.edu/abs/2010EGUGA..1211451D/abstract,"L de Nooijer, J Bijma, G Jan Reichart… - EGU General …, 2010 - ui.adsabs.harvard.edu","Mg/Ca and del-18O are popular proxies for past sea water temperatures, ice volume and, together, salinity. The biological control that foraminifera have over calcification results in precipitation of calcium carbonate that has an isotope and element composition that is very …",0
Does size matter? Separations on guard columns for fast sample analysis applied to bioenergy research,2015,https://bmcbiotechnol.biomedcentral.com/articles/10.1186/s12896-015-0159-3,"S Bauer, AB Ibáñez - BMC biotechnology, 2015 - bmcbiotechnol.biomedcentral.com","Increasing sample throughput is needed when large numbers of samples have to be processed. In chromatography, one strategy is to reduce column length for decreased analysis time. Therefore, the feasibility of analyzing samples simply on a guard column was …",0
Does size matter? Reappraisal of tumour dimension as a predictor of outcome in resectable pancreatic cancer beyond the TNM,2016,https://www.hpbonline.org/article/S1365-182X(16)30916-9/pdf,"S Andrianello, G Marchegiani, G Malleo, L De Gregorio… - HPB, 2016 - hpbonline.org","Methods: Between 1998 and 2012, data from 1507 patients with PDAC treated at University of Verona Hospital and MGH–Harvard Medical School were prospectively collected. Prognostic factors of outcomes were identified. Results: Tumours> 20 mm (71, 7%) at gross …",0
Right hemicolectomy in the treatment of patients with appendiceal neuroendocrine tumors: does size matter?,2012,https://www.endocrine-abstracts.org/ea/0029/ea0029P1128,"S Grozinsky-Glasberg, K Alexandraki… - Endocrine …, 2012 - endocrine-abstracts.org",Background: A recent study of a small series of patients with appendiceal neuroendocrine tumors (ANETs) fulfilling various criteria for right hemicolectomy (RHC) revealed that≈ 25% may harbor identifiable extra-appendiceal disease. The residual disease might not have …,0
Does size matter? The impact of calf muscle volume on venous return in patients with venous leg ulcers,2008,https://go.gale.com/ps/i.do?id=GALE%7CA198291134&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=1460731X&p=HRCA&sw=w,"MC Moloney, GM Lyons, M Egan, F Wallis, PE Burke… - Podiatry Now, 2008 - go.gale.com",Objectives: The calf muscle pump is recognized as an integral component of effective venous return from the lower limbs. The aim of this study was to determine if there is a correlation between calf muscle volume and venous blood flow among patients with venous …,0
Does size matter? Bulky goods retail trip generation and car parking demands,2005,https://trid.trb.org/view/783763,"JM Hulbert, A Pekol, LJ Kleinschmidt - AUSTRALIAN INSTITUTE OF …, 2005 - trid.trb.org",This paper details the methodology and findings of a series of trip generation and car parking demand surveys undertaken at several bulky goods retail developments within Metropolitan Brisbane. These surveys give an appreciation of local operations and …,0
Outcomes of allogeneic haemopoietic stem cell transplants at a small N ew Z ealand centre: does size matter?,2014,https://onlinelibrary.wiley.com/doi/abs/10.1111/imj.12456,"P Ganly, S Cole, A Trengrove… - Internal medicine journal, 2014 - Wiley Online Library","Background Reduced intensity conditioning (RIC) protocols for allogeneic haemopoietic cell transplants (HCT) have become commonplace treatments for patients with haematological disease, extending allogeneic HCT to older and less fit patients. There is a perception that …",0
Pancreatic Duct Stenting for Painful Chronic Pancreatitis: Does Size Matter in Preventing Hospitalization?,2008,https://www.giejournal.org/article/S0016-5107(08)01454-5/abstract,"B Sauer, VM Shami, J Ku, K Ellen… - Gastrointestinal …, 2008 - giejournal.org",3 Fr 4 cm 260 15 (5.8%) 2 (0.8%) 4 (1.5%) 21 (8.1%) a) 87% 3 Fr 6 cm 397 11 (2.8%) 1 (0.25%) 2 (0.5%) 14 (3.55%) b) 88.4% 3 Fr 8 cm 427 17 (4%) 3 (0.7%) 0 (0%) 20 (4.7%) c) 86.9%) bvsap Z 0.01; b vs cp Z 0.41; c vs ap Z 0.069 W1612 Differentiation Between …,0
The role of buoyancy in the dispersal of marine plastic debris and the impact of biofouling: does size matter?,2015,https://open.uct.ac.za/handle/11427/15511,FMC Fazey - 2015 - open.uct.ac.za,"Recent studies suggest that a significant proportion of the plastic pollution that enters the sea is disappearing from the surface, despite being less dense than seawater. Observations across size classes show that it is particularly smaller plastics,< 5 mm in length, that are …",0
1151 The Use of a Lumen-Apposing Metal Stent for Malignant Gastric Outlet Obstruction With a Coexisting Malignant Biliary Obstruction: Does Size Matter?,2017,https://www.giejournal.org/article/S0016-5107(17)30519-9/abstract,"DR Westerveld, A Schlachterman… - Gastrointestinal …, 2017 - giejournal.org",Background: Cronkhite Canada syndrome (CCS) is a rare protein losing enteropathy and profound malnutrition disease with high mortality. CCS can be difficult to differentiate from other polyposis syndrome. We describe the endoscopic features of CCS before and after …,0
M1478: Prophylactic Pancreatic Stents: Does Size Matter? A Comparison of 4 and 5Fr Stents in Reference to Post-ERCP Pancreatitis and Spontaneous Migration …,2010,https://www.giejournal.org/article/S0016-5107(10)00745-5/abstract,"A Pahk, J Rigaux, J Smith, V Poreddy… - Gastrointestinal …, 2010 - giejournal.org","Farshad Elmi, Federico Rossi, Joseph K. Lim, Harry R. Aslanian, Uzma D. Siddiqui, Fred S. Gorelick, Hillary Drumm, Priya A. Jamidar Background: Pancreatitis is the most common ERCP complication. Several pharmacologic agents have been evaluated for prevention of …",0
GEOMETRY OF POSTEROSUPERIOR HUMERAL-HEAD IMPACTION FRACTURES IN ANTERIOR GLENOHUMERAL INSTABILITY: DOES SIZE MATTER?,2012,https://online.boneandjoint.org.uk/doi/abs/10.1302/1358-992x.94bsupp_xxxviii.coa2011-012,"GB Alami, M Pinedo, R Liendo… - Orthopaedic …, 2012 - online.boneandjoint.org.uk",Purpose To describe the geometric variables of the posterosuperior humeral-head (Hill-Sachs) lesion and analyze their relationship with patient clinical variables. Method Twenty-eight patients with anteroinferior instability and substantial Hill-Sachs lesions were …,0
P030. Breast calcification: does size matter? A retrospective audit to identify the appropriateness of biopsy in small cluster breast microcalcification,2015,https://www.ejso.com/article/S0748-7983(15)00173-0/abstract,"D Harris, G Hutchison - European Journal of Surgical Oncology, 2015 - ejso.com",Methods: Retrospective audit of all women recalled for stereotactic core biopsy following screening mammogram pick up of breast calcification less than 5mm during August 2012–2013 using NBSS database. Demographic data and pathological specimen results …,0
Comparison of [11C] CH3I yields from 2 in-house Methyl Iodide Production systems–Does size matter?,,http://wttc.triumf.ca/pdf/2010/036_WTTC%20abstract%20jivan%20(2).pdf,"S Jivan, KR Buckley, W English, JP O'Neil - wttc.triumf.ca","The TRIUMF/PET Program is largely reliant on carbon-11 tracers for neurology studies. The reliability and high specific activity radiotracers are key components to the success of the program. Recently, we experienced low in-target [11C] CH4 yields which prevented us from …",0
Does Size Matter? Minimal Incision Cricopharyngeal Myotomy (CPM): Possibly an Effective Therapy for Diverticula of All Sizes: 1958,2013,https://journals.lww.com/ajg/Fulltext/2013/10001/Does_Size_Matter__Minimal_Incision_Cricopharyngeal.1958.aspx,"L McCrone, V Gomez, KKK Baig, J Casler… - Official journal of the …, 2013 - journals.lww.com","Purpose: Zenker's diverticulum (ZD), a posterior outpouching of mucosa through transverse cricopharyngeal muscle fibers, is associated with marked morbidity. A peroral endoscopic myotomy (POEM)-based minimal incision cricopharyngeal myotomy (CPM) technique has …",0
Does size matter? Influence of the body size of Gammarus minus Say 1818 on benthic macroinvertebrate diversity and community structure in karst springs of …,2012,https://search.proquest.com/openview/1c1799ee9866a98683b6f259183ebfbe/1?pq-origsite=gscholar&cbl=18750,C Seabolt - 2012 - search.proquest.com,"This first of its kind study sought to examine how variation in body size of sexually mature Gammarus minus, a benthic amphipod found in freshwater karst springs, covaried with measures of macroinvertebrate diversity and community structure in carbonate spring …",0
Lateral medullary ischemic events in young adults with hypoplastic vertebral artery AND Arterial occlusions-does size matter? Hypoplastic Vertebral Artery; Frequency …,2007,https://jnnp.bmj.com/content/jnnp/early/2007/02/21/jnnp.2006.110205.full.pdf,"LR Caplan - Journal of Neurology, Neurosurgery & Psychiatry, 2007 - jnnp.bmj.com",All 3 patients had high blood pressure and one had hyperlipidemia. The two vertebral arteries are very often asymmetrical. Chuang and colleagues investigated 191 acute ischemic stroke patients and found that 11.5% had a unilateral hypoplastic vertebral artery. 2 …,0
Undergraduate Research Methods: Does Size Matter? A Look at the Attitudes and Outcomes of Students in a Hybrid Class Format versus a Traditional Class Format …,,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jcrimjed20&section=20,"LT Briggs, E Brown, RL Davidson - HeinOnline","Journal of Criminal Justice Education Page 1 Journal of Criminal Justice Education Volume 20 
Number 3 November 2009 D.RA.MA: An Extended Conceptualization of Student Anxiety in 
Criminal Justice Research Methods Courses Lisa T. Briggs, Stephen E. Brown, Robert B …",0
… for Benign Prostatic Hyperplasia with Vesical Calculi (Kamat et al) and Per-Urethral Endoscopic Management of Bladder Stones: Does Size Matter?(Sathaye et al),2004,https://www.liebertpub.com/doi/pdfplus/10.1089/0892779041271544,"A Goel - Journal of endourology, 2004 - liebertpub.com","I would not agree with Drs. Kamat et al that it is better to perform transurethral prostatectomy (TURP) first and then stone extraction, as there are many disadvantages to this approach, as mentioned in the accompanying Editorial Comment by Professor Winfield. In a series of …",0
Does size really matter?,,https://www.researchgate.net/profile/John-Butcher-10/publication/297543180_Does_size_really_matter_Big_charity_and_civil_society_at_a_Crossroads/links/56dfb6da08ae9b93f79a9e7a/Does-size-really-matter-Big-charity-and-civil-society-at-a-Crossroads.pdf,J Butcher - researchgate.net,"In 2014 Dr Bronwen Dalton (UTS) and I co-‐authored a paper entitled ‘The Rise of Big 
Charity’ examining the extent to which large, corporate-‐style charities have come to dominate 
in human services markets (Dalton and Butcher 2014). Bronwen presented the paper at the …",0
… and human factors development of a new hybrid operative trauma roomChest tube drainage in trauma: Does size matter? Epidemiology and characteristics of …,2011,https://www.canjsurg.ca/content/54/3/S29.abstract,"JF Ouellet, N Bell, I Bratu, C Clarkson, JD Pasternak… - 2011 - canjsurg.ca",Abstract Trauma Association of Canada Annual Scientific Meeting abstracts The impact of shorter prehospital transport times on outcomes in patients with abdominal vascular injuries Are injury prevention efforts failing our rural communities? Focus on pediatric intentional …,0
… . 4544 Prospective comparison of 22 gauge versus 19 gauge needle for endoscopic ultrasound directed fine needle aspiration of pancreatic masses: does size matter …,2000,https://www.infona.pl/resource/bwmeta1.element.elsevier-d7290055-913e-350c-a10e-7378ed526bd1,"DB Schembre, GC Jiranek, SF Hogan - Gastrointestinal Endoscopy, 2000 - infona.pl",Background: EUS guided FNA allows for accurate diagnosis of pancreatic neoplasms. Yield is hampered by the small amount of tissue obtained with a standard 22 gauge needle. Larger needles may improve diagnosis but may also increase risks. Methods: We …,0
… Unexpected intraoperative findings in thyroid and parathyroid surgery: a survey of patient preferences for decision-making. 43 Does size matter? A retrospective study …,2013,https://www.canjsurg.ca/content/56/4_Suppl_3/S79.abstract,"T Tran, S Sockalingam, H Alobaid, F Saleh… - Canadian Journal of …, 2013 - canjsurg.ca",Increasing experience with laparoscopic adjustable gastric bands (LAGB) has demonstrated a high rate of complications and inadequate weight loss. Laparoscopic Roux-en-Y gastric bypass (LRYGB) and laparoscopic sleeve gastrectomy (LSG) have been reported to be safe …,0
… the quality of local management of ductal carcinoma in situ: a cohort study162 Papillary thyroid microcarcinoma: Does size matter? 163 Hyperthermic isolated limb …,2012,https://www.canjsurg.ca/content/55/4_Suppl_1/S63.abstract,"R Fayez, A AlMuntashery, G Bodie, A Almamar, RS Gill… - 2012 - canjsurg.ca","Laparoscopic Roux-en-Y gastric bypass (LRYGB) is a well established standard of care in the treatment of obesity and its associated comorbidities. Laparoscopic sleeve gastrectomy (LSG) is currently gaining popularity as a primary weight loss procedure, with limited …",0
Does size matter in doing innovations in education?,2018,https://oa.upm.es/id/eprint/55064,"A Pacios Álvarez, S Serrano Calle, J Ordieres-Meré - 2018 - oa.upm.es","The aim of this paper is to present different implemented innovations in education focused on the specific course “Industrial Constructions” at Escuela Técnica Superior de Ingenieros Industriales (ETSII) Universidad Politécnica de Madrid (UPM), that for more than ten years …",0
Normative Demokratiemodelle und Globalisierung: does size matter?,2000,https://www.ssoar.info/ssoar/handle/document/44024,A Baums - 2000 - ssoar.info,""" Das liberale Demokratiemodell mit seiner engen Anbindung an den Staat gerät angesichts des Globalisierungsprozesses in eine tiefe Krise. Die Suche nach einem neuen, mit dem Globalisierungsprozeß kompatiblen Demokratiemodell orientiert sich anhand der Kriterien …",0
Does size really matter?–Psychological Outcomes of Penile Augmentation,,https://www.rejuvenceclinic.co.uk/does-size-really-matter-psychological-outcomes-of-penile-augmentation/,"D Fillers, IVV Boost - rejuvenceclinic.co.uk","Are you worried about the size of your penis? Are you thinking about getting treatment to get 
your penis enlarged? Have you thought about how you might feel after getting this done? Why 
do you want to have a larger penis? In general there is a perception that society promotes …",0
Telomeres and cancer: does size matter?,2020,https://fse.studenttheses.ub.rug.nl/21581/,A Thouin - 2020 - fse.studenttheses.ub.rug.nl,"Telomeres and cancer: does size matter? - Student Theses Faculty of Science and 
Engineering … Telomeres and cancer: does size matter? Thouin, Alexander (2020) 
Telomeres and cancer: does size matter? Master's Thesis / Essay, Biomedical Sciences. …",0
Does size matter? In-situ SEM analysis of the tensile properties of epoxy at the microscale.,2021,https://biblio.ugent.be/publication/8720995/file/8720999,"O Verschatse, L Daelemans… - AUTEX 2021-20th …, 2021 - biblio.ugent.be","We performed scanning electron microscopy combined with in situ mechanical testing, to observe the deformation behaviour of microscale epoxy. A big difference in deformation was found between bulk scale and microscale epoxy samples. At the microscale level, the epoxy …",0
Cerebral air microembolisation: Does size matter?,2012,https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0031-1297729.pdf,"M Yeniguen, N Schleicher… - The Thoracic and …, 2012 - thieme-connect.com","Objectives: Cerebral air microembolisation (CAM) represents a typical complication after open heart surgery, diagnostic and therapeutic angiography, neurosurgery and diving. Massive CAM is a rare condition and typically results in severe brain damage. Subtle CAM …",0
… : ВАЖЕН ЛИ РАЗМЕР НАЦИОНАЛЬНОЙ СИСТЕМЫ? THORSTEINDУTTIR H. Public sector research in small countries: Does size matter?//Science a. publ. policy …,2007,https://elibrary.ru/item.asp?id=15519669,"ТВ Горбунова - Формирование инновационной системы …, 2007 - elibrary.ru",ТОРСТЕЙНСДОТТИР X. СЕКТОР ГОСУДАРСТВЕННЫХ ИССЛЕДОВАНИЙ В МАЛЫХ СТРАНАХ: ВАЖЕН ЛИ РАЗМЕР НАЦИОНАЛЬНОЙ СИСТЕМЫ? THORSTEINDУTTIR H. PUBLIC SECTOR RESEARCH IN SMALL COUNTRIES: DOES SIZE MATTER?//SCIENCE …,0
